aphiaID,scientificName,verbatimScientificName,taxonID,valid_authority,taxonRankID,taxonRank,parentNameUsageID,kingdom,phylum,class,order,family,genus,species,acceptedNameUsageID,acceptedNameUsage,majorgroup,taxon,FG_latest,References,Pata&Hunt_traitValue,filter_or_not,campbell_diet,same_or_not,Global_totalAbundance,Global_relativeAbundance,NAtlantic_totalAbundance,NAtlantic_relativeAbundance,AusCPR_totalAbundance,AusCPR_relativeAbundance,NPacific_totalAbundance,NPacific_relativeAbundance,SOCPR_totalAbundance,SOCPR_relativeAbundance
129038,Copilia mirabilis,Copilia mirabilis,3752,"Dana, 1852-1853",220,Species,128721,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia mirabilis,urn:lsid:marinespecies.org:taxname:129038,"Copilia mirabilis Dana, 1852-1853",Non-calanoid,Copilia mirabilis,carnivore,[A] [P]; contradicts [C] ,carnivore,0,omni,FALSE,230,5.01653669149082e-8,NA,NA,230,1.9778600070687e-4,NA,NA,NA,NA
346293,Copilia hendorffi,Copilia hendorffi,3748,"Dahl F., 1894",220,Species,128721,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia hendorffi,urn:lsid:marinespecies.org:taxname:346293,"Copilia hendorffi Dahl F., 1894",Non-calanoid,Copilia hendorffi,carnivore,Derived at genus level; contradicts [C] ,not determined,0,omni,FALSE,46,1.003307338298164e-8,NA,NA,46,3.9557200141373995e-5,NA,NA,NA,NA
129039,Copilia quadrata,Copilia quadrata,3753,"Dana, 1849",220,Species,128721,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia quadrata,urn:lsid:marinespecies.org:taxname:129039,"Copilia quadrata Dana, 1849",Non-calanoid,Copilia quadrata,carnivore,[A] [P]; contradicts [C] ,carnivore,0,omni,FALSE,16,3.4897646549501362e-9,NA,NA,16,1.3759026136130085e-5,NA,NA,NA,NA
129036,Copilia lata,Copilia lata,3749,"Giesbrecht, 1891",220,Species,128721,Animalia,Arthropoda,Copepoda,Cyclopoida,Sapphirinidae,Copilia,Copilia lata,urn:lsid:marinespecies.org:taxname:129036,"Copilia lata Giesbrecht, 1891",Non-calanoid,Copilia lata,carnivore,[A]; contradicts [C] ,not determined,0,omni,FALSE,5,1.0905514546719175e-9,NA,NA,5,4.299695667540651e-6,NA,NA,NA,NA
128634,Corycaeus,Corycaeus,3756,"Dana, 1845",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,NA,urn:lsid:marinespecies.org:taxname:128634,"Corycaeus Dana, 1845",Non-calanoid,Corycaeus spp.,carnivore,[1] [2] [A],not determined,0,carn,TRUE,560374,1.2222333617206422e-4,519600,0.001186045,2074,0.001783514,38700,9.537287728670197e-6,NA,NA
128800,Corycaeus speciosus,Corycaeus speciosus,3761,"Dana, 1849",220,Species,128634,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus speciosus,urn:lsid:marinespecies.org:taxname:128800,"Corycaeus speciosus Dana, 1849",Non-calanoid,Corycaeus speciosus,carnivore,[1] [2] [A],carnivore,0,carn,TRUE,3322,7.24562386484022e-7,2106,4.807181518318152e-6,1216,0.001045686,NA,NA,NA,NA
128799,Corycaeus crassiusculus,Corycaeus crassiusculus,3760,"Dana, 1849",220,Species,128634,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus crassiusculus,urn:lsid:marinespecies.org:taxname:128799,"Corycaeus crassiusculus Dana, 1849",Non-calanoid,Corycaeus crassiusculus,carnivore,[1] [2] [A],carnivore,0,carn,TRUE,1385,3.0208275294412113e-7,NA,NA,1385,0.001191016,NA,NA,NA,NA
128798,Corycaeus clausi,Corycaeus clausi,3759,"Dahl F., 1894",220,Species,128634,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus clausi,urn:lsid:marinespecies.org:taxname:128798,"Corycaeus clausi Dahl F., 1894",Non-calanoid,Corycaeus clausi,carnivore,[1] [2] [A],carnivore,0,carn,TRUE,288,6.281576378910244e-8,NA,NA,288,2.476624704503415e-4,NA,NA,NA,NA
346298,Corycaeus vitreus,Corycaeus vitreus,3762,"Dana, 1849",220,Species,128634,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Corycaeus,Corycaeus vitreus,urn:lsid:marinespecies.org:taxname:346298,"Corycaeus vitreus Dana, 1849",Non-calanoid,Corycaeus vitreus,carnivore,[1] [2] [A],not determined,0,carn,TRUE,7,1.5267720365406842e-9,NA,NA,7,6.019573934556912e-6,NA,NA,NA,NA
1384339,Cosmocalanus darwinii darwinii,Cosmocalanus darwinii,844,"(Lubbock, 1860)",230,Subspecies,346315,Animalia,Arthropoda,Copepoda,Calanoida,Calanidae,Cosmocalanus,Cosmocalanus darwinii,urn:lsid:marinespecies.org:taxname:1384339,"Cosmocalanus darwinii darwinii (Lubbock, 1860)",Calanoid,Cosmocalanus darwinii,omnivore,[A],omnivore; herbivore,0,omni,TRUE,1596,3.4810402433127605e-7,NA,NA,1596,0.001372463,NA,NA,NA,NA
104162,Ctenocalanus,Ctenocalanus,852,"Giesbrecht, 1888",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,NA,urn:lsid:marinespecies.org:taxname:104162,"Ctenocalanus Giesbrecht, 1888",Calanoid,Ctenocalanus spp.,omnivore,All covered Ctenocalanus are omni,not determined,0,omni,TRUE,631507,1.3773817549709972e-4,0,0,52,4.4716834942422774e-5,NA,NA,631455,0.025963756
342449,Ctenocalanus citer,Ctenocalanus citer,854,"Heron & Bowman, 1971",220,Species,104162,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus citer,urn:lsid:marinespecies.org:taxname:342449,"Ctenocalanus citer Heron & Bowman, 1971",Calanoid,Ctenocalanus citer,omnivore,[A],omnivore; herbivore,0,omni,TRUE,433005,9.444284652604272e-5,NA,NA,1869,0.001607226,NA,NA,431136,0.017727169
104510,Ctenocalanus vanus,Ctenocalanus vanus,857,"Giesbrecht, 1888",220,Species,104162,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,"Ctenocalanus vanus Giesbrecht, 1888",Calanoid,Ctenocalanus vanus,omnivore,[A],herbivore,0,omni,TRUE,25984,5.667377799639021e-6,24600,5.615226274958525e-5,934,8.031831506965937e-4,450,1.108986945194209e-7,NA,NA
104510,Ctenocalanus vanus,Ctenocalanus vanus,857,"Giesbrecht, 1888",220,Species,104162,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus,urn:lsid:marinespecies.org:taxname:104510,"Ctenocalanus vanus Giesbrecht, 1888",Calanoid,Ctenocalanus vanus,omnivore,[A],omnivore; herbivore,0,omni,TRUE,25984,5.667377799639021e-6,24600,5.615226274958525e-5,934,8.031831506965937e-4,450,1.108986945194209e-7,NA,NA
363905,Delibus nudus,Delibus nudus,862,"(Sewell, 1929)",220,Species,363904,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Delibus,Delibus nudus,urn:lsid:marinespecies.org:taxname:363905,"Delibus nudus (Sewell, 1929)",Calanoid,Delibus nudus,omnivore,[A],omnivore; herbivore,0,omni,TRUE,72,1.570394094727561e-8,NA,NA,72,6.191561761258537e-5,NA,NA,NA,NA
363904,Delibus,Delibus,861,"Andronov in Vives & Shmeleva, 2007",180,Genus,104093,Animalia,Arthropoda,Copepoda,Calanoida,Paracalanidae,Delibus,NA,urn:lsid:marinespecies.org:taxname:363904,"Delibus Andronov in Vives & Shmeleva, 2007",Calanoid,Delibus spp.,omnivore,[A],not determined,0,omni,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
104521,Diaixis hibernica,Diaixis hibernica,872,"(Scott A., 1896)",220,Species,104167,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Diaixis,Diaixis hibernica,urn:lsid:marinespecies.org:taxname:104521,"Diaixis hibernica (Scott A., 1896)",Calanoid,Diaixis hibernica,NA,,not determined,0,NA,NA,300,6.543308728031504e-8,300,6.847836920681128e-7,NA,NA,NA,NA,NA,NA
104522,Diaixis pygmaea,Diaixis pygmaea,873,"Scott T., 1894",220,Species,104167,Animalia,Arthropoda,Copepoda,Calanoida,Diaixidae,Diaixis,Diaixis pygmaea,urn:lsid:marinespecies.org:taxname:104522,"Diaixis pygmaea Scott T., 1894",Calanoid,Diaixis pygmaea,NA,,not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
346360,Dioithona rigida,Dioithona rigida,3830,"(Giesbrecht, 1896)",220,Species,346356,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Dioithona,Dioithona rigida,urn:lsid:marinespecies.org:taxname:346360,"Dioithona rigida (Giesbrecht, 1896)",Non-calanoid,Dioithona rigida,omnivore,[A],omnivore,0,omni,TRUE,1110,2.421024229371657e-7,NA,NA,1110,9.545324381940246e-4,NA,NA,NA,NA
346358,Dioithona oculata,Dioithona oculata,3828,"(Farran, 1913)",220,Species,346356,Animalia,Arthropoda,Copepoda,Cyclopoida,Oithonidae,Dioithona,Dioithona oculata,urn:lsid:marinespecies.org:taxname:346358,"Dioithona oculata (Farran, 1913)",Non-calanoid,Dioithona oculata,omnivore,[A],not determined,0,omni,TRUE,1,2.181102909343835e-10,NA,NA,1,8.599391335081303e-7,NA,NA,NA,NA
128807,Ditrichocorycaeus lubbocki,Ditrichocorycaeus lubbocki,3844,"(Giesbrecht, 1891)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus lubbocki,urn:lsid:marinespecies.org:taxname:128807,"Ditrichocorycaeus lubbocki (Giesbrecht, 1891)",Non-calanoid,Ditrichocorycaeus lubbocki,carnivore,[2],not determined,0,carn,FALSE,960,2.093858792970082e-7,NA,NA,960,8.255415681678051e-4,NA,NA,NA,NA
764980,Ditrichocorycaeus dahli,Ditrichocorycaeus dahli,3842,"(Tanaka, 1957)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus dahli,urn:lsid:marinespecies.org:taxname:764980,"Ditrichocorycaeus dahli (Tanaka, 1957)",Non-calanoid,Ditrichocorycaeus dahli,carnivore,Derived at genus level,carnivore,0,carn,TRUE,785,1.7121657838349106e-7,NA,NA,785,6.750522198038823e-4,NA,NA,NA,NA
128635,Ditrichocorycaeus,Ditrichocorycaeus,3833,"Dahl M., 1912",180,Genus,128569,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,NA,urn:lsid:marinespecies.org:taxname:128635,"Ditrichocorycaeus Dahl M., 1912",Non-calanoid,Ditrichocorycaeus spp.,carnivore,[A] *,not determined,0,carn,FALSE,761,1.6598193140106586e-7,NA,NA,761,6.544136805996871e-4,NA,NA,NA,NA
358328,Ditrichocorycaeus asiaticus,Ditrichocorycaeus asiaticus,3839,"(Dahl F., 1894)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus asiaticus,urn:lsid:marinespecies.org:taxname:358328,"Ditrichocorycaeus asiaticus (Dahl F., 1894)",Non-calanoid,Ditrichocorycaeus asiaticus,carnivore,Derived at genus level,not determined,0,carn,FALSE,689,1.5027799045379026e-7,NA,NA,689,5.924980629871018e-4,NA,NA,NA,NA
764981,Ditrichocorycaeus erythraeus,Ditrichocorycaeus erythraeus,3843,"(Cleve, 1904)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus erythraeus,urn:lsid:marinespecies.org:taxname:764981,"Ditrichocorycaeus erythraeus (Cleve, 1904)",Non-calanoid,Ditrichocorycaeus erythraeus,carnivore,[A],carnivore,0,carn,TRUE,144,3.140788189455122e-8,NA,NA,144,1.2383123522517075e-4,NA,NA,NA,NA
128804,Ditrichocorycaeus andrewsi,Ditrichocorycaeus andrewsi,3837,"(Farran, 1911)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus andrewsi,urn:lsid:marinespecies.org:taxname:128804,"Ditrichocorycaeus andrewsi (Farran, 1911)",Non-calanoid,Ditrichocorycaeus andrewsi,carnivore,Derived at genus level,not determined,0,carn,FALSE,85,1.8539374729422596e-8,NA,NA,85,7.309482634819108e-5,NA,NA,NA,NA
764978,Ditrichocorycaeus aucklandicus,Ditrichocorycaeus aucklandicus,3840,"(KrÃ¤mer, 1895)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus aucklandicus,urn:lsid:marinespecies.org:taxname:764978,"Ditrichocorycaeus aucklandicus (KrÃ¤mer, 1895)",Non-calanoid,Ditrichocorycaeus aucklandicus,carnivore,[A],carnivore,0,carn,TRUE,79,1.7230712983816296e-8,NA,NA,79,6.793519154714229e-5,NA,NA,NA,NA
128805,Ditrichocorycaeus anglicus,Corycaeus anglicus,3838,"(Lubbock, 1857)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus anglicus,urn:lsid:marinespecies.org:taxname:128805,"Ditrichocorycaeus anglicus (Lubbock, 1857)",Non-calanoid,Ditrichocorycaeus anglicus,carnivore,[A],carnivore,0,carn,TRUE,9,1.962992618409451e-9,NA,NA,9,7.739452201573172e-6,NA,NA,NA,NA
128808,Ditrichocorycaeus minimus,Ditrichocorycaeus minimus,3845,"(Dahl F., 1894)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus minimus,urn:lsid:marinespecies.org:taxname:128808,"Ditrichocorycaeus minimus (Dahl F., 1894)",Non-calanoid,Ditrichocorycaeus minimus,carnivore,Derived at genus level,carnivore,0,carn,TRUE,6,1.308661745606301e-9,NA,NA,6,5.1596348010487815e-6,NA,NA,NA,NA
128810,Ditrichocorycaeus tenuis,Ditrichocorycaeus tenuis,3847,"(Giesbrecht, 1891)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus tenuis,urn:lsid:marinespecies.org:taxname:128810,"Ditrichocorycaeus tenuis (Giesbrecht, 1891)",Non-calanoid,Ditrichocorycaeus tenuis,carnivore,Derived at genus level,not determined,0,carn,FALSE,4,8.724411637375341e-10,NA,NA,4,3.439756534032521e-6,NA,NA,NA,NA
128809,Ditrichocorycaeus subtilis,Ditrichocorycaeus subtilis,3846,"(Dahl M., 1912)",220,Species,128635,Animalia,Arthropoda,Copepoda,Cyclopoida,Corycaeidae,Ditrichocorycaeus,Ditrichocorycaeus subtilis,urn:lsid:marinespecies.org:taxname:128809,"Ditrichocorycaeus subtilis (Dahl M., 1912)",Non-calanoid,Ditrichocorycaeus subtilis,carnivore,Derived at genus level,not determined,0,carn,FALSE,3,6.543308728031505e-10,NA,NA,3,2.5798174005243908e-6,NA,NA,NA,NA
149746,Drepanopus,Drepanopus,900,"Brady, 1883",180,Genus,104082,Animalia,Arthropoda,Copepoda,Calanoida,Clausocalanidae,Drepanopus,NA,urn:lsid:marinespecies.org:taxname:149746,"Drepanopus Brady, 1883",Calanoid,Drepanopus sp.,omnivore,,not determined,0,NA,NA,252,5.496379331546464e-8,NA,NA,NA,NA,NA,NA,252,1.0361571988624969e-05
104139,Euaugaptilus,Euaugaptilus,936,"Sars G.O., 1920",180,Genus,104077,Animalia,Arthropoda,Copepoda,Calanoida,Augaptilidae,Euaugaptilus,NA,urn:lsid:marinespecies.org:taxname:104139,"Euaugaptilus Sars G.O., 1920",Calanoid,Euaugaptilus sp.,carnivore,[2],carnivore,0,NA,NA,84,1.8321264438488215e-8,NA,NA,NA,NA,NA,NA,84,3.4538573295416557e-6
104171,Eucalanus,Eucalanus,1008,"Dana, 1852-1853",180,Genus,104085,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,NA,urn:lsid:marinespecies.org:taxname:104171,"Eucalanus Dana, 1852-1853",Calanoid,Eucalanus spp.,omnivore,[1] [A],omnivore,0,omni,TRUE,767,1.6729059314667216e-7,NA,NA,134,1.1523184389008946e-4,NA,NA,633,2.602728201904605e-5
345781,Eucalanus hyalinus,Eucalanus hyalinus,1012,"(Claus, 1866)",220,Species,104171,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus hyalinus,urn:lsid:marinespecies.org:taxname:345781,"Eucalanus hyalinus (Claus, 1866)",Calanoid,Eucalanus hyalinus,omnivore,[1] [A],omnivore,0,omni,TRUE,335,7.306694746301847e-8,249,5.683704644165337e-7,11,9.459330468589433e-6,69,1.700446649297787e-8,6,2.4670409496726115e-7
847452,Eucalanus elongatus elongatus,Eucalanus elongatus,1011,"(Dana, 1848)",230,Subspecies,149718,Animalia,Arthropoda,Copepoda,Calanoida,Eucalanidae,Eucalanus,Eucalanus elongatus,urn:lsid:marinespecies.org:taxname:847452,"Eucalanus elongatus elongatus (Dana, 1848)",Calanoid,Eucalanus elongatus,omnivore,[1] [A],omnivore,0,omni,TRUE,9,1.962992618409451e-9,NA,NA,9,7.739452201573172e-6,NA,NA,NA,NA
104550,Euchaeta acuta,Euchaeta acuta,1016,"Giesbrecht, 1893",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta acuta,urn:lsid:marinespecies.org:taxname:104550,"Euchaeta acuta Giesbrecht, 1893",Calanoid,Euchaeta acuta,carnivore,[A],carnivore,0,carn,TRUE,7678,1.6746508137941963e-6,7608,1.7366114430847342e-5,55,4.7296652342947167e-5,15,3.696623150647363e-9,NA,NA
104552,Euchaeta marina,Euchaeta marina,1021,"(Prestandrea, 1833)",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina,urn:lsid:marinespecies.org:taxname:104552,"Euchaeta marina (Prestandrea, 1833)",Calanoid,Euchaeta marina ,carnivore,[A],carnivore,0,carn,TRUE,5588,1.218800305741335e-6,5586,1.2750672346308262e-5,2,1.7198782670162606e-6,NA,NA,NA,NA
104174,Euchaeta,Euchaeta,1015,"Philippi, 1843",180,Genus,104086,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,NA,urn:lsid:marinespecies.org:taxname:104174,"Euchaeta Philippi, 1843",Calanoid,Euchaeta spp.,carnivore,[A],not determined,0,carn,TRUE,3240,7.066773426274025e-7,NA,NA,3240,0.002786203,NA,NA,NA,NA
104553,Euchaeta media,Euchaeta media,1023,"Giesbrecht, 1888",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta media,urn:lsid:marinespecies.org:taxname:104553,"Euchaeta media Giesbrecht, 1888",Calanoid,Euchaeta media,carnivore,[A],carnivore,0,carn,TRUE,311,6.783230048059327e-8,303,6.91631528988794e-7,5,4.299695667540651e-6,3,7.393246301294725e-10,NA,NA
104551,Euchaeta concinna,Euchaeta concinna,1017,"Dana, 1849",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta concinna,urn:lsid:marinespecies.org:taxname:104551,"Euchaeta concinna Dana, 1849",Calanoid,Euchaeta concinna,carnivore,[A],carnivore,0,carn,TRUE,292,6.368820495283998e-8,NA,NA,292,2.5110222698437407e-4,NA,NA,NA,NA
346444,Euchaeta rimana,Euchaeta rimana,1028,"Bradford, 1974",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta rimana,urn:lsid:marinespecies.org:taxname:346444,"Euchaeta rimana Bradford, 1974",Calanoid,Euchaeta rimana,carnivore,[A],carnivore,0,carn,TRUE,194,4.23133964412704e-8,NA,NA,194,1.668281919005773e-4,NA,NA,NA,NA
346438,Euchaeta indica,Euchaeta indica,1018,"Wolfenden, 1905",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta indica,urn:lsid:marinespecies.org:taxname:346438,"Euchaeta indica Wolfenden, 1906",Calanoid,Euchaeta indica ,carnivore,[A],carnivore,0,carn,TRUE,69,1.504961007447246e-8,NA,NA,69,5.933580021206099e-5,NA,NA,NA,NA
346441,Euchaeta marinella,Euchaeta marinella,1022,"Bradford, 1974",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta marinella,urn:lsid:marinespecies.org:taxname:346441,"Euchaeta marinella Bradford, 1974",Calanoid,Euchaeta marinella,carnivore,[A],not determined,0,carn,TRUE,7,1.5267720365406842e-9,NA,NA,7,6.019573934556912e-6,NA,NA,NA,NA
346439,Euchaeta longicornis,Euchaeta longicornis,1019,"Giesbrecht, 1888",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta longicornis,urn:lsid:marinespecies.org:taxname:346439,"Euchaeta longicornis Giesbrecht, 1888",Calanoid,Euchaeta longicornis,carnivore,[A],carnivore,0,carn,TRUE,6,1.308661745606301e-9,NA,NA,6,5.1596348010487815e-6,NA,NA,NA,NA
104554,Euchaeta pubera,Euchaeta pubera,1027,"Sars G.O., 1907",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta pubera,urn:lsid:marinespecies.org:taxname:104554,"Euchaeta pubera Sars G.O., 1907",Calanoid,Euchaeta pubera,carnivore,[A],not determined,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
104555,Euchaeta spinosa,Euchaeta spinosa,1029,"Giesbrecht, 1893",220,Species,104174,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Euchaeta,Euchaeta spinosa,urn:lsid:marinespecies.org:taxname:104555,"Euchaeta spinosa Giesbrecht, 1893",Calanoid,Euchaeta spinosa,carnivore,[A],carnivore,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
104303,Euchirella rostrata,Euchirella rostrata,1050,"(Claus, 1866)",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella rostrata,urn:lsid:marinespecies.org:taxname:104303,"Euchirella rostrata (Claus, 1866)",Calanoid,Euchirella rostrata,omnivore,[1] [A],suspension feeder,0,omni,TRUE,10210,2.2269060704400557e-6,9360,2.136525119252512e-5,115,9.8893000353435e-5,624,1.537795230669303e-7,111,4.564025756894331e-6
104303,Euchirella rostrata,Euchirella rostrata,1050,"(Claus, 1866)",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella rostrata,urn:lsid:marinespecies.org:taxname:104303,"Euchirella rostrata (Claus, 1866)",Calanoid,Euchirella rostrata,omnivore,[1] [A],omnivore; detritivore,0,omni,TRUE,10210,2.2269060704400557e-6,9360,2.136525119252512e-5,115,9.8893000353435e-5,624,1.537795230669303e-7,111,4.564025756894331e-6
104120,Euchirella,Euchirella,1033,"Giesbrecht, 1888",180,Genus,104075,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,NA,urn:lsid:marinespecies.org:taxname:104120,"Euchirella Giesbrecht, 1888",Calanoid,Euchirella spp.,omnivore,[1],suspension feeder,0,omni,TRUE,1261,2.7503707686825757e-7,408,9.313058212126336e-7,460,3.9557200141374e-4,69,1.700446649297787e-8,324,1.33220211282321e-5
342468,Euchirella rostromagna,Euchirella rostromagna,1051,"Wolfenden, 1905",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella rostromagna,urn:lsid:marinespecies.org:taxname:342468,"Euchirella rostromagna Wolfenden, 1905",Calanoid,Euchirella rostromagna,omnivore,[1] [A],omnivore; detritivore,0,omni,TRUE,360,7.851970473637806e-8,NA,NA,12,1.0319269602097565e-5,NA,NA,348,1.4308837508101144e-5
414565,Euchirella messinensis messinensis,Euchirella messinensis,1044,"(Claus, 1863)",230,Subspecies,104301,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella messinensis,urn:lsid:marinespecies.org:taxname:414565,"Euchirella messinensis messinensis (Claus, 1863)",Calanoid,Euchirella messinensis,omnivore,[1] [A],omnivore; detritivore,0,NA,NA,36,7.851970473637805e-9,36,8.217404304817356e-8,NA,NA,NA,NA,NA,NA
104302,Euchirella pulchra,Euchirella pulchra,1049,"(Lubbock, 1856)",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella pulchra,urn:lsid:marinespecies.org:taxname:104302,"Euchirella pulchra (Lubbock, 1856)",Calanoid,Euchirella pulchra,omnivore,[1],not determined,0,NA,NA,9,1.962992618409451e-9,6,1.3695673841362256e-8,NA,NA,3,7.393246301294725e-10,NA,NA
104299,Euchirella curticauda,Euchirella curticauda,1037,"Giesbrecht, 1888",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella curticauda,urn:lsid:marinespecies.org:taxname:104299,"Euchirella curticauda Giesbrecht, 1888",Calanoid,Euchirella curticauda,omnivore,[1],not determined,0,NA,NA,6,1.308661745606301e-9,3,6.847836920681128e-9,NA,NA,3,7.393246301294725e-10,NA,NA
104296,Euchirella amoena,Euchirella amoena,1034,"Giesbrecht, 1888",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella amoena,urn:lsid:marinespecies.org:taxname:104296,"Euchirella amoena Giesbrecht, 1888",Calanoid,Euchirella brevis,omnivore,[1],omnivore; detritivore,0,NA,NA,3,6.543308728031505e-10,3,6.847836920681128e-9,NA,NA,NA,NA,NA,NA
104296,Euchirella amoena,Euchirella amoena,1034,"Giesbrecht, 1888",220,Species,104120,Animalia,Arthropoda,Copepoda,Calanoida,Aetideidae,Euchirella,Euchirella amoena,urn:lsid:marinespecies.org:taxname:104296,"Euchirella amoena Giesbrecht, 1888",Calanoid,Euchirella brevis,omnivore,[1],suspension feeder,0,NA,NA,3,6.543308728031505e-10,3,6.847836920681128e-9,NA,NA,NA,NA,NA,NA
116162,Euterpina acutifrons,Euterpina acutifrons,3859,"(Dana, 1847)",220,Species,115348,Animalia,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina,Euterpina acutifrons,urn:lsid:marinespecies.org:taxname:116162,"Euterpina acutifrons (Dana, 1847)",Non-calanoid,Euterpina acutifrons,omnivore,[A] [P] [C],omnivore; herbivore,0,omni,TRUE,17211,3.7538962172716743e-6,16050,3.663592752564403e-5,1161,9.983893340029394e-4,NA,NA,NA,NA
115348,Euterpina,Euterpina,3858,"Norman, 1903",180,Genus,115178,Animalia,Arthropoda,Copepoda,Harpacticoida,Tachidiidae,Euterpina,NA,urn:lsid:marinespecies.org:taxname:115348,"Euterpina Norman, 1903",Non-calanoid,Euterpina spp.,NA,,not determined,0,NA,NA,34,7.415749891769039e-9,NA,NA,1,8.599391335081303e-7,NA,NA,33,1.356872522319936e-6
